"ZAL.DE.Close","UPS.Close","AMZN.Close","DHL.DE.Close","FDX.Close","AMKBY.Close","WMT.Close","X002352.SZ.Close","SPOT.Close","NFLX.Close","NVDA.Close","META.Close","AAPL.Close","X005930.KS.Close","MSFT.Close","GOOG.Close","VOW3.DE.Close","RACE.MI.Close","STLAM.MI.Close","RNO.PA.Close","MBG.DE.Close","BMW.DE.Close","TSLA.Close","TM.Close","KER.PA.Close","CPRI.Close","RMS.PA.Close","MC.PA.Close","CFR.SW.Close","ADS.DE.Close","NKE.DE.Close","PUM.DE.Close","SAN.PA.Close","NOVN.SW.Close","BAYN.DE.Close","AZN.Close","UCB.BR.Close","MRK.DE.Close","ARGX.Close","GSK.L.Close","NESN.SW.Close","UL.Close","BN.PA.Close","BON.PA.Close","PEP.Close","MCD.Close","K.Close","KHC.Close","SHEL.Close","ENI.MI.Close","ENEL.MI.Close","ENGI.PA.Close","ORSTED.CO.Close","CHV.F.Close","REP.MC.Close","TTE.PA.Close","SHEL.Close","ENI.MI.Close","ENEL.MI.Close","ENGI.PA.Close","ORSTED.CO.Close","CHV.F.Close","REP.MC.Close","TTE.PA.Close"
45.7799987792969,116.790000915527,94.9004974365234,34.2849998474121,155.100006103516,7.19999980926514,39.6466674804688,37.4799995422363,151.619995117188,329.809997558594,5.99774980545044,209.779998779297,75.0875015258789,55200,160.619995117188,68.3684997558594,180.5,149.550003051758,12.6754179000854,41.9000015258789,41.566577911377,74.2200012207031,28.6840000152588,142.240005493164,598,38.2799987792969,671,419.149993896484,76.4740013122559,291.549987792969,90.5400009155273,67.1999969482422,89.7298049926758,87.0234031677246,73.5199966430664,50.3899993896484,71.2399978637695,106,160.460006713867,1790.27612304688,104.298000335693,57.0200004577637,73.9800033569336,23.6499996185303,135.820007324219,200.789993286133,63.5117378234863,31.6100006103516,59.7400016784668,14.0080003738403,7.21199989318848,14.6949996948242,681,108.26000213623,14.0649995803833,49.814998626709,59.7400016784668,14.0080003738403,7.21199989318848,14.6949996948242,681,108.26000213623,14.0649995803833,49.814998626709
45.2700004577637,116.720001220703,93.7484970092773,33.7999992370605,153.179992675781,7,39.2966651916504,37.189998626709,152.5,325.899993896484,5.90175008773804,208.669998168945,74.3574981689453,55500,158.619995117188,68.0329971313477,176.639999389648,149.5,12.4115839004517,41.2200012207031,40.8138465881348,73.3199996948242,29.5340003967285,140.75,600.900024414062,37.3800010681152,675.400024414062,419.100006103516,76.5800018310547,291.950012207031,91.0100021362305,68.1999969482422,90.2867660522461,87.4622268676758,72.5800018310547,50.0900001525879,70.7600021362305,107.25,158.580001831055,1797.52905273438,106.319999694824,56.939998626709,74.620002746582,23.5499992370605,135.630004882812,200.080001831055,63.8497657775879,31.2399997711182,60.2099990844727,14.1059999465942,7.21099996566772,14.6899995803833,677.400024414062,109.860000610352,14.2399997711182,50.3800010681152,60.2099990844727,14.1059999465942,7.21099996566772,14.6899995803833,677.400024414062,109.860000610352,14.2399997711182,50.3800010681152
44.9099998474121,116.199996948242,95.1439971923828,33.625,153.300003051758,6.90000009536743,39.216667175293,36.8499984741211,156.720001220703,335.829986572266,5.92649984359741,212.600006103516,74.9499969482422,55500,159.029998779297,69.7105026245117,176.619995117188,148.199996948242,12.242654800415,41.3499984741211,40.593433380127,73.0500030517578,30.1026668548584,140.770004272461,590.799987792969,37.0699996948242,669.799987792969,415.149993896484,75.2600021362305,289.649993896484,90.7200012207031,70.0999984741211,90.8536682128906,87.2821502685547,71.7399978637695,49.8800010681152,73.3399963378906,108.400001525879,156.419998168945,1783.42614746094,106.26000213623,57,74.7600021362305,23.3999996185303,136.149993896484,202.330001831055,63.7934265136719,31.3099994659424,60.9599990844727,14.3159999847412,7.22599983215332,14.7049999237061,670.200012207031,109.120002746582,14.3500003814697,50.439998626709,60.9599990844727,14.3159999847412,7.22599983215332,14.7049999237061,670.200012207031,109.120002746582,14.3500003814697,50.439998626709
45.5299987792969,116,95.3430023193359,33.9199981689453,154.800003051758,6.98999977111816,38.8533325195312,37.7000007629395,156.020004272461,330.75,5.99825000762939,213.059997558594,74.5975036621094,55800,157.580001831055,69.6669998168945,176.059997558594,148.800003051758,12.299596786499,42.810001373291,40.9178161621094,74.2200012207031,31.2706661224365,141.509994506836,596.299987792969,37.5800018310547,678.200012207031,416,76.5800018310547,294.75,91.9599990844727,71.5,90.5354080200195,87.5190963745117,72.129997253418,50.0699996948242,73.8000030517578,109.5,155.259994506836,1775.3671875,105.199996948242,56.0800018310547,74.0599975585938,23.3500003814697,134.009994506836,202.630004882812,64.6103286743164,30.7600002288818,60.4000015258789,14.3199996948242,7.23000001907349,14.8900003433228,662,107.480003356934,14.2299995422363,50.1100006103516,60.4000015258789,14.3199996948242,7.23000001907349,14.8900003433228,662,107.480003356934,14.2299995422363,50.1100006103516
46.189998626709,116.660003662109,94.598503112793,34.2799987792969,157.130004882812,6.8899998664856,38.7200012207031,37.25,158.779998779297,339.260009765625,6.00950002670288,215.220001220703,75.7975006103516,56800,160.089996337891,70.2160034179688,176.820007324219,151.600006103516,12.1439542770386,42.6349983215332,41.1465454101562,74.4100036621094,32.8093338012695,141.160003662109,597.299987792969,38.0099983215332,684.200012207031,418.799987792969,76.5999984741211,302.850006103516,91.4499969482422,72.1999969482422,90.8437194824219,87.0546798706055,74,49.9500007629395,73.8399963378906,111.300003051758,156.5,1784.23205566406,103.5,55.8400001525879,72.5599975585938,23,134.699996948242,205.910003662109,64.6854476928711,30.5900001525879,59.689998626709,14.206000328064,7.26999998092651,14.8699998855591,645,107.099998474121,14.3599996566772,50.2400016784668,59.689998626709,14.206000328064,7.26999998092651,14.8699998855591,645,107.099998474121,14.3599996566772,50.2400016784668
46.6500015258789,116.930000305176,95.0524978637695,34.625,158.050003051758,6.84000015258789,39.1199989318848,37.2599983215332,157.740005493164,335.660003662109,6.07550001144409,218.300003051758,77.4075012207031,58600,162.089996337891,70.9915008544922,181.720001220703,152.75,12.1781196594238,42.0750007629395,41.3212127685547,74.3600006103516,32.0893325805664,140.509994506836,595.900024414062,36.7200012207031,687,424.5,76.4000015258789,310,92.1399993896484,72.8000030517578,91.5001373291016,87.5380554199219,74.7200012207031,50.0800018310547,76.2399978637695,112.550003051758,165.229995727539,1803.37182617188,103.080001831055,56.2000007629395,72.6999969482422,23.0499992370605,134.789993286133,208.350006103516,64.9201889038086,30.5799999237061,59.6800003051758,14.1400003433228,7.30499982833862,14.8100004196167,645.799987792969,105.379997253418,14.1700000762939,49.9599990844727,59.6800003051758,14.1400003433228,7.30499982833862,14.8100004196167,645.799987792969,105.379997253418,14.1700000762939,49.9599990844727
45.5,115.870002746582,94.1579971313477,34.0499992370605,156.630004882812,6.6399998664856,38.7933311462402,37.5900001525879,156.039993286133,329.049987792969,6.10799980163574,218.059997558594,77.5824966430664,59500,161.339996337891,71.4865036010742,185.520004272461,156,12.1762218475342,41.8400001525879,41.1132774353027,74.5699996948242,31.8766670227051,139.729995727539,592.099975585938,35.8400001525879,689,423.649993896484,76,309.049987792969,91.2600021362305,72.3499984741211,92.2162246704102,86.8556442260742,75.3600006103516,49.8499984741211,77.4199981689453,113.699996948242,163.740005493164,1810.62475585938,102.940002441406,56.2400016784668,72.5999984741211,23,134.529998779297,207.270004272461,65.0422515869141,30.7000007629395,59.0099983215332,14.1000003814697,7.41699981689453,14.7550001144409,652.799987792969,105.660003662109,14.3199996948242,49.7849998474121,59.0099983215332,14.1000003814697,7.41699981689453,14.7550001144409,652.799987792969,105.660003662109,14.3199996948242,49.7849998474121
44.939998626709,116.75,94.5650024414062,33.7249984741211,159.279998779297,6.69000005722046,38.6266670227051,37.9199981689453,150.869995117188,338.920013427734,6.29949998855591,221.910003662109,79.2399978637695,60000,163.279998779297,71.9615020751953,185.279998779297,155.649993896484,12.1002979278564,40.6599998474121,40.6682929992676,73.629997253418,34.990665435791,140.559997558594,593.799987792969,36.3400001525879,689.599975585938,426.75,75.5599975585938,309.149993896484,91.1800003051758,73.4000015258789,91.5697555541992,86.2964477539062,74.7300033569336,49.6699981689453,78.9199981689453,113.400001525879,156.75,1822.51159667969,103.540000915527,56.5,72.2600021362305,22.25,136.529998779297,206.509994506836,65.4553985595703,31.1599998474121,58.9599990844727,14.039999961853,7.40000009536743,14.8000001907349,659.599975585938,104.819999694824,14.2449998855591,49.560001373291,58.9599990844727,14.039999961853,7.40000009536743,14.8000001907349,659.599975585938,104.819999694824,14.2449998855591,49.560001373291
45.6399993896484,117.269996643066,93.4720001220703,34.1300010681152,162.130004882812,6.67000007629395,38.7266654968262,37.4199981689453,149.399993896484,338.690002441406,6.18200016021729,219.059997558594,78.1699981689453,60000,162.130004882812,71.5439987182617,185.220001220703,156.25,12.0642347335815,40.5,40.3023223876953,73.3000030517578,35.8613319396973,140.369995117188,592.099975585938,36,699.599975585938,431,76.4400024414062,313.25,92.7200012207031,75.4000015258789,90.7741012573242,86.4954833984375,74.5400009155273,50.1800003051758,79.8000030517578,115.099998474121,153.600006103516,1817.67626953125,103.419998168945,56.3300018310547,71.4000015258789,22.1000003814697,136.850006103516,207.320007324219,65.7276992797852,31.7299995422363,58.9199981689453,13.8739995956421,7.40000009536743,14.8100004196167,664.599975585938,104.319999694824,14.2349996566772,49.1599998474121,58.9199981689453,13.8739995956421,7.40000009536743,14.8100004196167,664.599975585938,104.319999694824,14.2349996566772,49.1599998474121
46.439998626709,117.930000305176,93.1009979248047,34.2599983215332,159.149993896484,6.40999984741211,38.4266662597656,37,152.449996948242,339.070007324219,6.13924980163574,221.149993896484,77.8349990844727,59000,163.179992675781,71.9599990844727,182.619995117188,155.199996948242,11.8364639282227,40,39.2917518615723,72.1900024414062,34.5666656494141,139.360000610352,594.599975585938,35.8499984741211,708.599975585938,431.450012207031,78.1600036621094,316.049987792969,92.3099975585938,76,91.2216567993164,86.8840789794922,75.3199996948242,50.7999992370605,79.9000015258789,116.050003051758,152.600006103516,1848.70288085938,103.819999694824,56.7999992370605,72.4400024414062,21.9500007629395,139.199996948242,209.770004272461,65.9812240600586,31.6000003814697,58.8199996948242,13.7980003356934,7.4210000038147,14.8999996185303,684.599975585938,103.900001525879,14.1000003814697,48.5800018310547,58.8199996948242,13.7980003356934,7.4210000038147,14.8999996185303,684.599975585938,103.900001525879,14.1000003814697,48.5800018310547
