"date","SPOT.Close","NFLX.Close","NVDA.Close","META.Close","AAPL.Close","IBM.Close","MSFT.Close","GOOG.Close","VOW3.DE.Close","RACE.MI.Close","STLAM.MI.Close","RNO.PA.Close","MBG.DE.Close","BMW.DE.Close","TSLA.Close","TM.Close","KER.PA.Close","CPRI.Close","RMS.PA.Close","MC.PA.Close","CFR.SW.Close","ADS.DE.Close","NKE.DE.Close","PUM.DE.Close","SAN.PA.Close","NOVN.SW.Close","BAYN.DE.Close","AZN.Close","UCB.BR.Close","MRK.DE.Close","ARGX.Close","GSK.L.Close","NESN.SW.Close","UL.Close","BN.PA.Close","BON.PA.Close","PEP.Close","MCD.Close","K.Close","KHC.Close","SHEL.Close","ENI.MI.Close","ENEL.MI.Close","ENGI.PA.Close","ORSTED.CO.Close","CHV.F.Close","REP.MC.Close","TTE.PA.Close","TRVG.Close","BKNG.Close","RYA.IR.Close","LYFT.Close","TCOM.Close","TRIP.Close","HLT.Close","UBER.Close","ZAL.DE.Close","UPS.Close","AMZN.Close","DHL.DE.Close","FDX.Close","AMKBY.Close","WMT.Close","X002352.SZ.Close"
2020-01-03,152.5,325.899993896484,5.90175008773804,208.669998168945,74.3574981689453,128.43212890625,158.619995117188,68.0329971313477,176.639999389648,149.5,12.4115839004517,41.2200012207031,40.8138465881348,73.3199996948242,29.5340003967285,140.75,600.900024414062,37.3800010681152,675.400024414062,419.100006103516,76.5800018310547,291.950012207031,91.0100021362305,68.1999969482422,90.2867660522461,87.4622268676758,72.5800018310547,50.0900001525879,70.7600021362305,107.25,158.580001831055,1797.52905273438,106.319999694824,56.939998626709,74.620002746582,23.5499992370605,135.630004882812,200.080001831055,63.8497657775879,31.2399997711182,60.2099990844727,14.1059999465942,7.21099996566772,14.6899995803833,677.400024414062,109.860000610352,14.2399997711182,50.3800010681152,13.5,2065.47998046875,14.7449998855591,43.189998626709,36.1800003051758,30.1700000762939,109.98999786377,31.3700008392334,45.2700004577637,116.720001220703,93.7484970092773,33.7999992370605,153.179992675781,7,39.2966651916504,37.189998626709
2020-01-10,156.039993286133,329.049987792969,6.10799980163574,218.059997558594,77.5824966430664,130.678771972656,161.339996337891,71.4865036010742,185.520004272461,156,12.1762218475342,41.8400001525879,41.1132774353027,74.5699996948242,31.8766670227051,139.729995727539,592.099975585938,35.8400001525879,689,423.649993896484,76,309.049987792969,91.2600021362305,72.3499984741211,92.2162246704102,86.8556442260742,75.3600006103516,49.8499984741211,77.4199981689453,113.699996948242,163.740005493164,1810.62475585938,102.940002441406,56.2400016784668,72.5999984741211,23,134.529998779297,207.270004272461,65.0422515869141,30.7000007629395,59.0099983215332,14.1000003814697,7.41699981689453,14.7550001144409,652.799987792969,105.660003662109,14.3199996948242,49.7849998474121,14,2086.89990234375,16.0699996948242,46.060001373291,36.7000007629395,30.1200008392334,108.599998474121,34.0099983215332,45.5,115.870002746582,94.1579971313477,34.0499992370605,156.630004882812,6.6399998664856,38.7933311462402,37.5900001525879
2020-01-17,148.339996337891,339.670013427734,6.23199987411499,222.139999389648,79.682502746582,132.2275390625,167.100006103516,74.0195007324219,181.360000610352,157.100006103516,11.7985019683838,39.2599983215332,38.8342895507812,71.0599975585938,34.033332824707,140.039993286133,610.200012207031,36.7900009155273,725.599975585938,439.049987792969,80.9400024414062,311.649993896484,93.8499984741211,76.0999984741211,91.6891021728516,87.9361267089844,75.25,51.3300018310547,79.9599990844727,115.5,154.389999389648,1859.58227539062,106.580001831055,57.3400001525879,73.6999969482422,21.7000007629395,141.259994506836,211.979995727539,66.5539932250977,31.0300006866455,58.5400009155273,13.9160003662109,7.72499990463257,15.1949996948242,695.400024414062,104.440002441406,14.039999961853,48.5050010681152,14.6999998092651,2054.68994140625,15.6599998474121,46.5200004577637,38.939998626709,30.9300003051758,113.919998168945,35.1300010681152,47.1100006103516,118.599998474121,93.2360000610352,34.0499992370605,159.979995727539,6.36999988555908,38.3199996948242,37.1800003051758
2020-01-24,146.630004882812,353.160003662109,6.26200008392334,217.940002441406,79.5774993896484,134.37858581543,165.039993286133,73.3355026245117,177.520004272461,157,11.5232801437378,36.2700004577637,36.5469818115234,69.4100036621094,37.6546669006348,142.759994506836,573.299987792969,35.3800010681152,711,416.299987792969,75.7200012207031,313,93.0500030517578,78.0999984741211,88.6258392333984,86.7703399658203,75.25,49.2799987792969,82.1999969482422,120,144.75,1836.21154785156,108.900001525879,59.2200012207031,74.0999984741211,21.0499992370605,142.919998168945,211.240005493164,65.1079788208008,30.4099998474121,57.1699981689453,13.4700002670288,7.81899976730347,15.710000038147,749.599975585938,102.220001220703,13.1000003814697,47.3849983215332,13.75,1962.9599609375,15.1999998092651,48.4300003051758,31.8999996185303,29.7399997711182,108.48999786377,36.7999992370605,46.0200004577637,116.660003662109,93.0820007324219,33.2050018310547,154.070007324219,6.26999998092651,38.1233329772949,39.2200012207031
2020-01-31,141.300003051758,345.089996337891,5.91074991226196,201.910003662109,77.3775024414062,137.4091796875,170.229995727539,71.7115020751953,162.380004882812,152.5,11.1341724395752,35.2449989318848,34.7712020874023,64.3399963378906,43.3713340759277,138.839996337891,555,29.9599990844727,676.599975585938,395.299987792969,70.6399993896484,285.799987792969,87.7200012207031,72.4000015258789,86.4775695800781,86.4101791381836,73.0500030517578,48.7000007629395,83.0800018310547,115.900001525879,144.289993286133,1797.12622070312,106.379997253418,59.7700004577637,72.4000015258789,21.5,142.020004272461,213.970001220703,64.0469512939453,29.2000007629395,52.1500015258789,12.6579999923706,7.85500001907349,15.5600004196167,736,98,12.4650001525879,44.1450004577637,13.1499996185303,1830.55004882812,14.8999996185303,47.4799995422363,32.1300010681152,27.3199996948242,107.800003051758,36.2900009155273,43.4300003051758,103.519996643066,100.435997009277,31.5750007629395,144.639999389648,5.92000007629395,38.1633338928223,39.2200012207031
2020-02-07,154.550003051758,366.769989013672,6.28975009918213,212.330001831055,80.0074996948242,146.663482666016,183.889999389648,73.9615020751953,166.419998168945,153.149993896484,11.5859174728394,35.0550003051758,35.669490814209,64.6900024414062,49.8713340759277,142.339996337891,565.700012207031,30.5,695.400024414062,413.950012207031,73.5400009155273,289.100006103516,90.7600021362305,70.9000015258789,93.0715484619141,88.883918762207,77.629997253418,49.4000015258789,87.0599975585938,120.199996948242,154.490005493164,1712.70959472656,109,60.6399993896484,73.4400024414062,21.1000003814697,145.369995117188,211.610000610352,60.2535209655762,29.5400009155273,51.7900009155273,12.9060001373291,8.17700004577637,15.6400003433228,726,100.059997558594,12.7550001144409,45.2599983215332,13.8999996185303,1909.58996582031,15.6999998092651,49.9199981689453,33.8699989318848,28.8799991607666,110.839996337891,40.6300010681152,44.7999992370605,103.120002746582,103.963996887207,32.689998626709,155.660003662109,6.03000020980835,38.8166656494141,44.8499984741211
2020-02-14,141,380.399993896484,7.24475002288818,214.179992675781,81.2375030517578,144.072662353516,185.350006103516,76.0370025634766,170.460006713867,159.75,11.6371650695801,34.5,35.8192024230957,65.8600006103516,53.335334777832,140.149993896484,579.400024414062,28.6200008392334,705,414.950012207031,74.4800033569336,288.399993896484,94.8199996948242,71.9499969482422,91.7388305664062,90.6278533935547,77.370002746582,47.8499984741211,89.7399978637695,122.349998474121,160.190002441406,1680.87707519531,107.559997558594,60.3800010681152,72.5199966430664,22.1000003814697,146.990005493164,217.089996337891,63.577465057373,26.8799991607666,50.4900016784668,12.8920001983643,8.27700042724609,16.1350002288818,743,102.319999694824,12.6499996185303,45.25,13.0500001907349,1990.9599609375,15.5950002670288,44.689998626709,33.4199981689453,29.6499996185303,113.230003356934,39.6599998474121,47.4700012207031,105.949996948242,106.743499755859,33.2550010681152,158.619995117188,6.15999984741211,39.2966651916504,42.4700012207031
2020-02-21,146.949996948242,380.070007324219,7.35174989700317,210.179992675781,78.2624969482422,143.250473022461,178.589996337891,74.255500793457,166.020004272461,159.800003051758,11.4644393920898,31.6849994659424,35.4282836914062,64.5100021362305,60.0666656494141,139.039993286133,561.599975585938,27.6599998474121,694.599975585938,404.5,72.0999984741211,282.450012207031,92.25,79.75,92.8229064941406,89.471549987793,74.0899963378906,50.1699981689453,91.9000015258789,124.050003051758,161.100006103516,1670.40063476562,109.019996643066,59.7000007629395,71,22.5,145.850006103516,215.869995117188,61.521125793457,27.2600002288818,49.1699981689453,12.7639999389648,8.44400024414062,16.5949993133545,769.799987792969,100.099998474121,11.9549999237061,44.2949981689453,11.6000003814697,1928.71997070312,15.3000001907349,44.7000007629395,33.060001373291,28.2900009155273,109.569999694824,40.7200012207031,47.3199996948242,102.940002441406,104.798500061035,31.8299999237061,163.25,5.82999992370605,39.526668548584,45.7900009155273
2020-02-28,137.119995117188,369.029998779297,6.75174999237061,192.470001220703,68.3399963378906,124.426383972168,162.009994506836,66.9664993286133,148.580001831055,141.550003051758,10.6691408157349,26.4950008392334,31.2237987518311,58.9300003051758,44.5326652526855,130.75,505.799987792969,25.8199996948242,630,370.850006103516,65.4000015258789,250.550003051758,78.870002746582,69.1999969482422,83.4739837646484,77.0080871582031,65.2099990844727,43.7999992370605,83.5599975585938,109.050003051758,141.380004882812,1573.69421386719,98.8499984741211,53.9300003051758,63.7200012207031,20.5,132.029998779297,194.169998168945,56.7793426513672,24.7700004577637,44.0299987792969,11.1579999923706,7.57600021362305,15.0299997329712,695.400024414062,84.370002746582,10.1300001144409,38.3800010681152,9.10000038146973,1695.66003417969,12.2550001144409,38.1199989318848,30.3600006103516,23.4500007629395,97.1999969482422,33.8699989318848,39.5299987792969,90.4899978637695,94.1875,27.1200008392334,141.169998168945,5,35.8933334350586,48.9500007629395
2020-03-06,145.139999389648,368.970001220703,6.65100002288818,181.089996337891,72.2574996948242,122.112808227539,161.570007324219,64.9205017089844,147.199996948242,135,9.98203372955322,23.3999996185303,28.9947166442871,57.2200012207031,46.8986663818359,127.110000610352,483.5,22.9300003051758,634,360.350006103516,62.7999992370605,241.050003051758,78,64.25,84.5978393554688,75.1314544677734,63.7799987792969,47.5200004577637,87.9599990844727,110,150.110000610352,1605.3251953125,101.139999389648,57.189998626709,60.9599990844727,20.6000003814697,137.259994506836,198.860000610352,59.3333320617676,26.0300006866455,41.8699989318848,10.2340002059937,7.89099979400635,14.9449996948242,715.200012207031,84.2200012207031,9.60000038146973,37.1500015258789,8.69999980926514,1612.08996582031,11.3450002670288,36.0200004577637,29.6200008392334,22,90.4499969482422,31.6800003051758,37.7000007629395,94,95.0544967651367,24.7849998474121,127.680000305176,4.82999992370605,39.0766677856445,47.9099998474121
